,movie_id,title,genres,year
71,72,Kicking and Screaming (1995),Comedy|Drama,1995
72,73,"Misérables, Les (1995)",Drama|War,1995
73,74,Bed of Roses (1996),Drama|Romance,1996
74,75,Big Bully (1996),Comedy|Drama,1996
75,76,Screamers (1995),Action|Sci-Fi|Thriller,1995
76,77,Nico Icon (1995),Documentary,1995
77,78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,1995
78,79,"Juror, The (1996)",Drama|Thriller,1996
79,80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,1995
80,81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,1995
81,82,Antonia's Line (Antonia) (1995),Comedy|Drama,1995
82,83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,1995
83,84,Last Summer in the Hamptons (1995),Comedy|Drama,1995
84,85,Angels and Insects (1995),Drama|Romance,1995
85,86,White Squall (1996),Action|Adventure|Drama,1996
86,87,Dunston Checks In (1996),Children|Comedy,1996
87,88,Black Sheep (1996),Comedy,1996
88,89,Nick of Time (1995),Action|Thriller,1995
89,90,The Journey of August King (1995),Drama,1995
90,92,Mary Reilly (1996),Drama|Horror|Thriller,1996
91,93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,1995
92,94,Beautiful Girls (1996),Comedy|Drama|Romance,1996
93,95,Broken Arrow (1996),Action|Adventure|Thriller,1996
94,96,In the Bleak Midwinter (1995),Comedy|Drama,1995
95,97,"Hate (Haine, La) (1995)",Crime|Drama,1995
96,98,Shopping (1994),Action|Thriller,1994
97,99,Heidi Fleiss: Hollywood Madam (1995),Documentary,1995
98,100,City Hall (1996),Drama|Thriller,1996
99,101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,1996
100,102,Mr. Wrong (1996),Comedy,1996
101,103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,1996
102,104,Happy Gilmore (1996),Comedy,1996
103,105,"Bridges of Madison County, The (1995)",Drama|Romance,1995
104,106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,1994
105,107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,1996
106,108,Catwalk (1996),Documentary,1996
107,109,Headless Body in Topless Bar (1995),Comedy|Drama|Thriller,1995
108,110,Braveheart (1995),Action|Drama|War,1995
109,111,Taxi Driver (1976),Crime|Drama|Thriller,1976
110,112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,1995
111,113,Before and After (1996),Drama|Mystery,1996
112,114,Margaret's Museum (1995),Drama,1995
113,115,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",Comedy,1995
114,116,Anne Frank Remembered (1995),Documentary,1995
115,117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,1995
116,118,If Lucy Fell (1996),Comedy|Romance,1996
117,119,"Steal Big, Steal Little (1995)",Comedy,1995
118,120,Race the Sun (1996),Adventure|Comedy|Drama,1996
119,121,"Boys of St. Vincent, The (1992)",Drama,1992
120,122,Boomerang (1992),Comedy|Romance,1992
121,123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,1994
122,124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,1995
123,125,Flirting With Disaster (1996),Comedy,1996
124,126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,1994
125,127,"Silences of the Palace, The (Saimt el Qusur) (1994)",Drama,1994
126,128,Jupiter's Wife (1994),Documentary,1994
127,129,Pie in the Sky (1996),Comedy|Romance,1996
128,130,Angela (1995),Drama,1995
129,131,Frankie Starlight (1995),Drama|Romance,1995
130,132,Jade (1995),Thriller,1995
131,133,Nueba Yol (1995),Comedy|Drama,1995
132,134,Sonic Outlaws (1995),Documentary,1995
133,135,Down Periscope (1996),Comedy,1996
134,136,From the Journals of Jean Seberg (1995),Documentary,1995
135,137,Man of the Year (1995),Documentary,1995
136,138,"Neon Bible, The (1995)",Drama,1995
137,139,Target (1995),Action|Drama,1995
138,140,Up Close and Personal (1996),Drama|Romance,1996
139,141,"Birdcage, The (1996)",Comedy,1996
140,142,Shadows (Cienie) (1988),Drama,1988
141,143,Gospa (1995),Drama,1995
142,144,"Brothers McMullen, The (1995)",Comedy,1995
143,145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,1995
144,146,"Amazing Panda Adventure, The (1995)",Adventure|Children,1995
145,147,"Basketball Diaries, The (1995)",Drama,1995
146,148,"Awfully Big Adventure, An (1995)",Drama,1995
147,149,Amateur (1994),Crime|Drama|Thriller,1994
148,150,Apollo 13 (1995),Adventure|Drama|IMAX,1995
149,151,Rob Roy (1995),Action|Drama|Romance|War,1995
150,152,"Addiction, The (1995)",Drama|Horror,1995
151,153,Batman Forever (1995),Action|Adventure|Comedy|Crime,1995
152,154,Beauty of the Day (Belle de jour) (1967),Drama,1967
153,155,Beyond Rangoon (1995),Adventure|Drama|War,1995
154,156,Blue in the Face (1995),Comedy|Drama,1995
155,157,Canadian Bacon (1995),Comedy|War,1995
156,158,Casper (1995),Adventure|Children,1995
157,159,Clockers (1995),Crime|Drama|Mystery,1995
158,160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,1995
159,161,Crimson Tide (1995),Drama|Thriller|War,1995
160,162,Crumb (1994),Documentary,1994
161,163,Desperado (1995),Action|Romance|Western,1995
162,164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,1995
163,165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,1995
164,166,"Doom Generation, The (1995)",Comedy|Crime|Drama,1995
165,167,Feast of July (1995),Drama,1995
166,168,First Knight (1995),Action|Drama|Romance,1995
167,169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,1995
168,170,Hackers (1995),Action|Adventure|Crime|Thriller,1995
169,171,Jeffrey (1995),Comedy|Drama,1995
170,172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,1995
171,173,Judge Dredd (1995),Action|Crime|Sci-Fi,1995
172,174,Jury Duty (1995),Comedy,1995
173,175,Kids (1995),Drama,1995
174,176,Living in Oblivion (1995),Comedy,1995
175,177,Lord of Illusions (1995),Horror,1995
176,178,Love & Human Remains (1993),Comedy|Drama,1993
177,179,Mad Love (1995),Drama|Romance,1995
178,180,Mallrats (1995),Comedy|Romance,1995
179,181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,1995
180,182,Moonlight and Valentino (1995),Drama|Romance,1995
181,183,Mute Witness (1994),Comedy|Horror|Thriller,1994
182,184,Nadja (1994),Drama,1994
183,185,"Net, The (1995)",Action|Crime|Thriller,1995
184,186,Nine Months (1995),Comedy|Romance,1995
185,187,Party Girl (1995),Comedy,1995
186,188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,1995
187,189,Reckless (1995),Comedy|Fantasy,1995
188,190,Safe (1995),Thriller,1995
189,191,"Scarlet Letter, The (1995)",Drama|Romance,1995
190,192,The Show (1995),Documentary,1995
191,193,Showgirls (1995),Drama,1995
192,194,Smoke (1995),Comedy|Drama,1995
193,195,Something to Talk About (1995),Comedy|Drama|Romance,1995
194,196,Species (1995),Horror|Sci-Fi,1995
195,197,"Stars Fell on Henrietta, The (1995)",Drama,1995
196,198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1995
197,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,1964
198,200,"Tie That Binds, The (1995)",Thriller,1995
199,201,Three Wishes (1995),Drama|Fantasy,1995
200,202,Total Eclipse (1995),Drama|Romance,1995
201,203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,1995
202,204,Under Siege 2: Dark Territory (1995),Action,1995
203,205,Unstrung Heroes (1995),Comedy|Drama,1995
204,206,Unzipped (1995),Documentary,1995
205,207,"Walk in the Clouds, A (1995)",Drama|Romance,1995
206,208,Waterworld (1995),Action|Adventure|Sci-Fi,1995
207,209,White Man's Burden (1995),Drama,1995
208,210,Wild Bill (1995),Western,1995
209,211,"Browning Version, The (1994)",Drama,1994
210,212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,1995
211,213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,1994
212,214,Before the Rain (Pred dozhdot) (1994),Drama|War,1994
213,215,Before Sunrise (1995),Drama|Romance,1995
214,216,Billy Madison (1995),Comedy,1995
215,217,"Babysitter, The (1995)",Drama|Thriller,1995
216,218,Boys on the Side (1995),Comedy|Drama,1995
217,219,"Cure, The (1995)",Drama,1995
218,220,Castle Freak (1995),Horror,1995
219,222,Circle of Friends (1995),Drama|Romance,1995
220,223,Clerks (1994),Comedy,1994
221,224,Don Juan DeMarco (1995),Comedy|Drama|Romance,1995
222,225,Disclosure (1994),Drama|Thriller,1994
223,226,Dream Man (1995),Thriller,1995
224,227,Drop Zone (1994),Action|Thriller,1994
225,228,Destiny Turns on the Radio (1995),Comedy,1995
226,229,Death and the Maiden (1994),Drama|Thriller,1994
227,230,Dolores Claiborne (1995),Drama|Thriller,1995
228,231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,1994
229,232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,1994
230,233,Exotica (1994),Drama,1994
231,234,Exit to Eden (1994),Comedy,1994
232,235,Ed Wood (1994),Comedy|Drama,1994
233,236,French Kiss (1995),Action|Comedy|Romance,1995
234,237,Forget Paris (1995),Comedy|Romance,1995
235,238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,1995
236,239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,1995
237,240,Hideaway (1995),Thriller,1995
238,241,Fluke (1995),Children|Drama,1995
239,242,Farinelli: il castrato (1994),Drama|Musical,1994
240,243,Gordy (1995),Children|Comedy|Fantasy,1995
241,244,Gumby: The Movie (1995),Animation|Children,1995
242,245,The Glass Shield (1994),Crime|Drama,1994
243,246,Hoop Dreams (1994),Documentary,1994
244,247,Heavenly Creatures (1994),Crime|Drama,1994
245,248,Houseguest (1994),Comedy,1994
246,249,Immortal Beloved (1994),Drama|Romance,1994
247,250,Heavyweights (Heavy Weights) (1995),Children|Comedy,1995
248,251,"Hunted, The (1995)",Action,1995
249,252,I.Q. (1994),Comedy|Romance,1994
250,253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,1994
251,254,Jefferson in Paris (1995),Drama,1995
252,255,"Jerky Boys, The (1995)",Comedy,1995
253,256,Junior (1994),Comedy|Sci-Fi,1994
254,257,Just Cause (1995),Mystery|Thriller,1995
255,258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,1995
256,259,Kiss of Death (1995),Crime|Drama|Thriller,1995
257,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,1977
258,261,Little Women (1994),Drama,1994
259,262,"Little Princess, A (1995)",Children|Drama,1995
260,263,Ladybird Ladybird (1994),Drama,1994
261,264,"Enfer, L' (1994)",Drama,1994
262,265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,1992
263,266,Legends of the Fall (1994),Drama|Romance|War|Western,1994
264,267,Major Payne (1995),Comedy,1995
265,268,Little Odessa (1994),Crime|Drama,1994
266,269,My Crazy Life (Mi vida loca) (1993),Drama,1993
267,270,Love Affair (1994),Drama|Romance,1994
268,271,Losing Isaiah (1995),Drama,1995
269,272,"Madness of King George, The (1994)",Comedy|Drama,1994
270,273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,1994
271,274,Man of the House (1995),Comedy,1995
272,275,Mixed Nuts (1994),Comedy,1994
273,276,Milk Money (1994),Comedy|Romance,1994
274,277,Miracle on 34th Street (1994),Drama,1994
275,278,Miami Rhapsody (1995),Comedy,1995
276,279,My Family (1995),Drama,1995
277,280,Murder in the First (1995),Drama|Thriller,1995
278,281,Nobody's Fool (1994),Comedy|Drama|Romance,1994
279,282,Nell (1994),Drama,1994
280,283,New Jersey Drive (1995),Crime|Drama,1995
281,284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,1993
282,285,Beyond Bedlam (1993),Drama|Horror,1993
283,286,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller,1995
284,287,Nina Takes a Lover (1994),Comedy|Romance,1994
285,288,Natural Born Killers (1994),Action|Crime|Thriller,1994
286,289,Only You (1994),Comedy|Romance,1994
287,290,Once Were Warriors (1994),Crime|Drama,1994
288,291,Poison Ivy II (1996),Drama|Thriller,1996
289,292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,1995
290,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,1994
291,294,"Perez Family, The (1995)",Comedy|Romance,1995
292,295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,1995
293,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,1994
294,297,Panther (1995),Drama,1995
295,298,Pushing Hands (Tui shou) (1992),Drama,1992
296,299,Priest (1994),Drama,1994
297,300,Quiz Show (1994),Drama,1994
298,301,Picture Bride (Bijo photo) (1994),Drama|Romance,1994
299,302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,1994
300,303,"Quick and the Dead, The (1995)",Action|Thriller|Western,1995
301,304,Roommates (1995),Comedy|Drama,1995
302,305,Ready to Wear (Pret-A-Porter) (1994),Comedy,1994
303,306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,1994
304,307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,1993
305,308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,1994
306,309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,1994
307,310,Rent-a-Kid (1995),Comedy,1995
308,311,Relative Fear (1994),Horror|Thriller,1994
309,312,Stuart Saves His Family (1995),Comedy,1995
310,313,"Swan Princess, The (1994)",Animation|Children,1994
311,314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,1994
312,315,"Specialist, The (1994)",Action|Drama|Thriller,1994
313,316,Stargate (1994),Action|Adventure|Sci-Fi,1994
314,317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,1994
315,318,"Shawshank Redemption, The (1994)",Crime|Drama,1994
316,319,Shallow Grave (1994),Comedy|Drama|Thriller,1994
317,320,Suture (1993),Film-Noir|Thriller,1993
318,321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,1993
319,322,Swimming with Sharks (1995),Comedy|Drama,1995
320,324,"Sum of Us, The (1994)",Comedy|Drama,1994
321,325,National Lampoon's Senior Trip (1995),Comedy,1995
322,326,To Live (Huozhe) (1994),Drama,1994
323,327,Tank Girl (1995),Action|Comedy|Sci-Fi,1995
324,328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,1995
325,329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,1994
326,330,Tales from the Hood (1995),Action|Crime|Horror,1995
327,331,Tom & Viv (1994),Drama,1994
328,332,Village of the Damned (1995),Horror|Sci-Fi,1995
329,333,Tommy Boy (1995),Comedy,1995
330,334,Vanya on 42nd Street (1994),Drama,1994
331,335,Underneath (1995),Mystery|Thriller,1995
332,336,"Walking Dead, The (1995)",Drama|War,1995
333,337,What's Eating Gilbert Grape (1993),Drama,1993
334,338,Virtuosity (1995),Action|Sci-Fi|Thriller,1995
335,339,While You Were Sleeping (1995),Comedy|Romance,1995
336,340,"War, The (1994)",Adventure|Drama|War,1994
337,341,Double Happiness (1994),Drama,1994
338,342,Muriel's Wedding (1994),Comedy,1994
339,343,"Baby-Sitters Club, The (1995)",Children,1995
340,344,Ace Ventura: Pet Detective (1994),Comedy,1994
341,345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,1994
342,346,Backbeat (1993),Drama|Musical,1993
343,347,Bitter Moon (1992),Drama|Film-Noir|Romance,1992
344,348,Bullets Over Broadway (1994),Comedy,1994
345,349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,1994
346,350,"Client, The (1994)",Drama|Mystery|Thriller,1994
347,351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,1994
348,352,Crooklyn (1994),Comedy|Drama,1994
349,353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,1994
350,354,Cobb (1994),Drama,1994
351,355,"Flintstones, The (1994)",Children|Comedy|Fantasy,1994
352,356,Forrest Gump (1994),Comedy|Drama|Romance|War,1994
353,357,Four Weddings and a Funeral (1994),Comedy|Romance,1994
354,358,Higher Learning (1995),Drama,1995
355,359,I Like It Like That (1994),Comedy|Drama|Romance,1994
356,360,I Love Trouble (1994),Action|Comedy,1994
357,361,It Could Happen to You (1994),Comedy|Drama|Romance,1994
358,362,"Jungle Book, The (1994)",Adventure|Children|Romance,1994
359,363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,1993
360,364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,1994
361,365,Little Buddha (1993),Drama,1993
362,366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,1994
363,367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,1994
364,368,Maverick (1994),Adventure|Comedy|Western,1994
365,369,Mrs. Parker and the Vicious Circle (1994),Drama,1994
366,370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,1994
367,371,"Paper, The (1994)",Comedy|Drama,1994
368,372,Reality Bites (1994),Comedy|Drama|Romance,1994
369,373,Red Rock West (1992),Thriller,1992
370,374,Richie Rich (1994),Children|Comedy,1994
371,375,Safe Passage (1994),Drama,1994
372,376,"River Wild, The (1994)",Action|Thriller,1994
373,377,Speed (1994),Action|Romance|Thriller,1994
374,378,Speechless (1994),Comedy|Romance,1994
375,379,Timecop (1994),Action|Sci-Fi|Thriller,1994
376,380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,1994
377,381,When a Man Loves a Woman (1994),Drama|Romance,1994
378,382,Wolf (1994),Drama|Horror|Romance|Thriller,1994
379,383,Wyatt Earp (1994),Western,1994
380,384,Bad Company (1995),Action|Crime|Drama,1995
381,385,"Man of No Importance, A (1994)",Drama,1994
382,386,S.F.W. (1994),Drama,1994
383,387,"Low Down Dirty Shame, A (1994)",Action|Comedy,1994
384,388,Boys Life (1995),Drama,1995
385,389,"Colonel Chabert, Le (1994)",Drama|Romance|War,1994
386,390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,1965
387,391,Jason's Lyric (1994),Crime|Drama,1994
388,392,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Animation,1993
389,393,Street Fighter (1994),Action|Adventure|Fantasy,1994
390,394,Coldblooded (1995),Comedy,1995
391,395,Desert Winds (1995),Drama|Fantasy|Romance,1995
392,396,Fall Time (1995),Drama,1995
393,397,"Fear, The (1995)",Horror,1995
394,398,Frank and Ollie (1995),Documentary,1995
395,399,Girl in the Cadillac (1995),Drama,1995
396,400,Homage (1995),Drama,1995
397,401,Mirage (1995),Action|Thriller,1995
398,402,Open Season (1996),Comedy,1996
399,403,Two Crimes (Dos crímenes) (1995),Comedy|Crime|Drama,1995
400,404,Brother Minister: The Assassination of Malcolm X (1994),Documentary,1994
401,405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,1994
402,406,Federal Hill (1994),Drama,1994
403,407,In the Mouth of Madness (1995),Horror|Thriller,1995
404,408,8 Seconds (1994),Drama,1994
405,409,Above the Rim (1994),Crime|Drama,1994
406,410,Addams Family Values (1993),Children|Comedy|Fantasy,1993
407,411,Martin Lawrence: You So Crazy (1994),Comedy|Documentary,1994
408,412,"Age of Innocence, The (1993)",Drama,1993
409,413,Airheads (1994),Comedy,1994
410,414,"Air Up There, The (1994)",Comedy,1994
411,415,Another Stakeout (1993),Comedy|Thriller,1993
412,416,Bad Girls (1994),Western,1994
413,417,Barcelona (1994),Comedy|Romance,1994
414,418,Being Human (1993),Drama,1993
415,419,"Beverly Hillbillies, The (1993)",Comedy,1993
416,420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,1994
417,421,Black Beauty (1994),Adventure|Children|Drama,1994
418,422,Blink (1994),Thriller,1994
419,423,Blown Away (1994),Action|Thriller,1994
420,424,Blue Chips (1994),Drama,1994
421,425,Blue Sky (1994),Drama|Romance,1994
422,426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,1993
423,427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,1993
424,428,"Bronx Tale, A (1993)",Drama,1993
425,429,Cabin Boy (1994),Comedy,1994
426,430,Calendar Girl (1993),Comedy|Drama,1993
427,431,Carlito's Way (1993),Crime|Drama,1993
428,432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,1994
429,433,Clean Slate (1994),Comedy,1994
430,434,Cliffhanger (1993),Action|Adventure|Thriller,1993
431,435,Coneheads (1993),Comedy|Sci-Fi,1993
432,436,Color of Night (1994),Drama|Thriller,1994
433,437,Cops and Robbersons (1994),Comedy,1994
434,438,"Cowboy Way, The (1994)",Action|Comedy|Drama,1994
435,439,Dangerous Game (1993),Drama,1993
436,440,Dave (1993),Comedy|Romance,1993
437,441,Dazed and Confused (1993),Comedy,1993
438,442,Demolition Man (1993),Action|Adventure|Sci-Fi,1993
439,443,"Endless Summer 2, The (1994)",Adventure|Documentary,1994
440,444,Even Cowgirls Get the Blues (1993),Comedy|Romance,1993
441,445,Fatal Instinct (1993),Comedy,1993
442,446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance,1993
443,447,"Favor, The (1994)",Comedy|Romance,1994
444,448,Fearless (1993),Drama,1993
445,449,Fear of a Black Hat (1994),Comedy,1994
446,450,With Honors (1994),Comedy|Drama,1994
447,451,Flesh and Bone (1993),Drama|Mystery|Romance,1993
448,452,Widows' Peak (1994),Drama,1994
449,453,For Love or Money (1993),Comedy|Romance,1993
450,454,"Firm, The (1993)",Drama|Thriller,1993
451,455,Free Willy (1993),Adventure|Children|Drama,1993
452,456,Fresh (1994),Crime|Drama|Thriller,1994
453,457,"Fugitive, The (1993)",Thriller,1993
454,458,Geronimo: An American Legend (1993),Drama|Western,1993
455,459,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller,1994
456,460,Getting Even with Dad (1994),Comedy,1994
457,461,Go Fish (1994),Drama|Romance,1994
458,462,"Good Man in Africa, A (1994)",Action|Adventure,1994
459,463,Guilty as Sin (1993),Crime|Drama|Thriller,1993
460,464,Hard Target (1993),Action|Adventure|Crime|Thriller,1993
461,465,Heaven & Earth (1993),Action|Drama|War,1993
462,466,Hot Shots! Part Deux (1993),Action|Comedy|War,1993
463,467,Live Nude Girls (1995),Comedy,1995
464,468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance,1995
465,469,"House of the Spirits, The (1993)",Drama|Romance,1993
466,470,House Party 3 (1994),Comedy,1994
467,471,"Hudsucker Proxy, The (1994)",Comedy,1994
468,472,I'll Do Anything (1994),Comedy|Drama,1994
469,473,In the Army Now (1994),Comedy|War,1994
470,474,In the Line of Fire (1993),Action|Thriller,1993
471,475,In the Name of the Father (1993),Drama,1993
472,476,"Inkwell, The (1994)",Comedy|Drama,1994
473,477,What's Love Got to Do with It? (1993),Drama|Musical,1993
474,478,Jimmy Hollywood (1994),Comedy|Crime|Drama,1994
475,479,Judgment Night (1993),Action|Crime|Thriller,1993
476,480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,1993
