movie_id,title,genres,year
6951,"Cat in the Hat, The (2003)",Children|Comedy,2003
6952,Gothika (2003),Horror|Thriller,2003
6953,21 Grams (2003),Crime|Drama|Mystery|Romance|Thriller,2003
6954,"Barbarian Invasions, The (Les invasions barbares) (2003)",Comedy|Crime|Drama|Mystery|Romance,2003
6955,Blindness (2003),Drama|Thriller,2003
6957,Bad Santa (2003),Comedy|Crime,2003
6958,"Haunted Mansion, The (2003)",Children|Comedy|Fantasy|Horror,2003
6959,Timeline (2003),Action|Adventure|Sci-Fi,2003
7120,DarkWolf (2003),Horror,2003
7137,"Cooler, The (2003)",Comedy|Drama|Romance,2003
7141,My Flesh and Blood (2003),Documentary,2003
7142,Honey (2003),Drama|Romance,2003
7143,"Last Samurai, The (2003)",Action|Adventure|Drama|War,2003
7146,What Alice Found (2003),Crime|Drama,2003
7147,Big Fish (2003),Drama|Fantasy|Romance,2003
7148,Love Don't Cost a Thing (2003),Drama|Romance,2003
7149,Something's Gotta Give (2003),Comedy|Drama|Romance,2003
7150,Stuck on You (2003),Comedy,2003
7151,Girl with a Pearl Earring (2003),Drama|Romance,2003
7152,"Statement, The (2003)",Drama|Thriller,2003
7153,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy,2003
7154,Mona Lisa Smile (2003),Drama|Romance,2003
7155,Calendar Girls (2003),Comedy,2003
7156,"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)",Documentary|War,2003
7157,"Hebrew Hammer, The (2003)",Comedy,2003
7158,House of Sand and Fog (2003),Drama,2003
7159,Two Men Went to War (2003),Comedy|War,2003
7160,Monster (2003),Crime|Drama,2003
7161,Cheaper by the Dozen (2003),Children|Comedy,2003
7162,Cold Mountain (2003),Drama|Romance|War,2003
7163,Paycheck (2003),Action|Sci-Fi|Thriller,2003
7164,Peter Pan (2003),Action|Adventure|Children|Fantasy,2003
7165,"Company, The (2003)",Drama|Musical,2003
7166,"Young Black Stallion, The (2003)",Adventure|Children|Drama,2003
7167,Japanese Story (2003),Drama,2003
7169,Chasing Liberty (2004),Comedy|Romance,2004
7170,My Baby's Daddy (2004),Comedy,2004
7171,Aileen: Life and Death of a Serial Killer (2003),Documentary,2003
7173,Along Came Polly (2004),Comedy|Romance,2004
7174,Teacher's Pet (2004),Animation|Children,2004
7175,Torque (2004),Action|Crime,2004
7176,Crimson Gold (Talaye sorgh) (2003),Drama,2003
7177,Osama (2003),Drama,2003
7199,Melvin Goes to Dinner (2003),Comedy|Drama,2003
7201,Crime Spree (2003),Comedy|Crime,2003
7202,Beyond Re-Animator (2003),Horror,2003
7254,The Butterfly Effect (2004),Drama|Sci-Fi|Thriller,2004
7255,Win a Date with Tad Hamilton! (2004),Comedy|Romance,2004
7256,Touching the Void (2003),Adventure|Documentary,2003
7257,"Big Bounce, The (2004)",Comedy|Crime|Thriller,2004
7258,"Perfect Score, The (2004)",Comedy|Crime,2004
7259,You Got Served (2004),Drama|Musical,2004
7260,Latter Days (2003),Comedy|Drama|Romance,2003
7261,Barbershop 2: Back in Business (2004),Comedy,2004
7262,Catch That Kid (2004),Action|Adventure|Children|Comedy|Crime,2004
7263,Miracle (2004),Drama,2004
7265,"Dreamers, The (2003)",Drama,2003
7285,Thirteen (2003),Drama,2003
7293,50 First Dates (2004),Comedy|Romance,2004
7294,Welcome to Mooseport (2004),Comedy,2004
7297,Kitchen Stories (Salmer fra kjøkkenet) (2003),Comedy|Drama,2003
7299,Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran) (2003),Drama,2003
7314,Robot Stories (2003),Drama|Sci-Fi,2003
7315,Against the Ropes (2004),Comedy|Drama,2004
7316,Confessions of a Teenage Drama Queen (2004),Comedy,2004
7317,EuroTrip (2004),Adventure|Comedy,2004
7318,"Passion of the Christ, The (2004)",Drama,2004
7319,Club Dread (2004),Comedy|Horror,2004
7320,Dirty Dancing: Havana Nights (2004),Romance,2004
7321,Twisted (2004),Thriller,2004
7322,Alila (2003),Drama,2003
7323,"Good bye, Lenin! (2003)",Comedy|Drama,2003
7324,Hidalgo (2004),Adventure|Drama,2004
7325,Starsky & Hutch (2004),Action|Comedy|Crime|Thriller,2004
7326,"Reckoning, The (2004)",Crime|Drama,2004
7345,Agent Cody Banks 2: Destination London (2004),Action|Adventure|Children|Comedy,2004
7346,"Girl Next Door, The (2004)",Comedy|Romance,2004
7347,Secret Window (2004),Mystery|Thriller,2004
7348,Spartan (2004),Thriller,2004
7350,Games People Play: New York (2004),Comedy|Documentary|Drama,2004
7360,Dawn of the Dead (2004),Action|Drama|Horror|Thriller,2004
7361,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi,2004
7362,Taking Lives (2004),Crime|Drama|Thriller,2004
7364,Intermission (2003),Comedy|Crime|Drama,2003
7365,Noi the Albino (Nói albinói) (2003),Drama,2003
7366,Jersey Girl (2004),Comedy|Drama|Romance,2004
7367,"Ladykillers, The (2004)",Comedy|Crime,2004
7368,Never Die Alone (2004),Crime|Drama|Thriller,2004
7369,Scooby-Doo 2: Monsters Unleashed (2004),Action|Adventure|Children|Comedy|Mystery,2004
7370,A Foreign Affair (2003),Comedy|Drama|Romance,2003
7371,Dogville (2003),Drama|Mystery|Thriller,2003
7372,Ned Kelly (2003),Drama,2003
7373,Hellboy (2004),Action|Adventure|Fantasy|Horror,2004
7374,Home on the Range (2004),Animation|Children|Comedy|Musical|Western,2004
7375,"Prince & Me, The (2004)",Comedy|Romance,2004
7376,Walking Tall (2004),Action,2004
7377,"United States of Leland, The (2003)",Crime|Drama,2003
7378,Johnson Family Vacation (2004),Comedy,2004
7379,The Alamo (2004),Drama|War|Western,2004
7380,Ella Enchanted (2004),Comedy|Fantasy|Romance,2004
7381,"Whole Ten Yards, The (2004)",Action|Comedy|Crime,2004
7382,I'm Not Scared (Io non ho paura) (2003),Drama|Mystery|Thriller,2003
7383,Shade (2003),Crime|Drama|Thriller,2003
7384,Since Otar Left (Depuis qu'Otar est parti...) (2003),Drama,2003
7385,Twentynine Palms (2003),Drama|Horror,2003
7390,Prey for Rock & Roll (2003),Drama|Musical,2003
7413,Hangman's Curse (2003),Horror|Mystery|Thriller,2003
7437,Connie and Carla (2004),Comedy,2004
7438,Kill Bill: Vol. 2 (2004),Action|Drama|Thriller,2004
7439,"Punisher, The (2004)",Action|Crime|Thriller,2004
7440,Paper Clips (2004),Documentary,2004
7441,"Thousand Clouds of Peace, A (Mil nubes de paz cercan el cielo, amor, jamás acabarás de ser amor) (2003)",Drama|Romance,2003
7442,Young Adam (2003),Crime|Drama|Thriller,2003
7443,This So-Called Disaster (2003),Documentary,2003
7444,13 Going on 30 (2004),Comedy|Fantasy|Romance,2004
7445,Man on Fire (2004),Action|Crime|Drama|Mystery|Thriller,2004
7446,Clifford's Really Big Movie (2004),Animation|Children,2004
7448,Envy (2004),Comedy,2004
7449,Godsend (2004),Drama|Horror|Thriller,2004
7450,Laws of Attraction (2004),Comedy|Romance,2004
7451,Mean Girls (2004),Comedy,2004
7452,Mickey (2003),Crime|Drama,2003
7453,New York Minute (2004),Action|Adventure|Comedy,2004
7454,Van Helsing (2004),Action|Adventure|Fantasy|Horror,2004
7455,"Mudge Boy, The (2003)",Drama,2003
7457,Breakin' All the Rules (2004),Comedy|Romance,2004
7458,Troy (2004),Action|Adventure|Drama|War,2004
7459,Carandiru (2003),Crime|Drama,2003
7460,Coffee and Cigarettes (2003),Comedy|Drama,2003
7461,"Strayed (égarés, Les) (2003)",Drama|Romance,2003
7475,Raid (2003),Action|Crime|Drama|Thriller,2003
7767,"Best of Youth, The (La meglio gioventù) (2003)",Drama,2003
7841,Children of Dune (2003),Fantasy|Sci-Fi,2003
7982,"Tale of Two Sisters, A (Janghwa, Hongryeon) (2003)",Drama|Horror|Mystery|Thriller,2003
8014,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",Drama,2003
8121,"Seducing Doctor Lewis (Grande séduction, La) (2003)",Comedy,2003
8133,"Inheritance, The (Arven) (2003)",Drama,2003
8134,Wonderful Days (a.k.a. Sky Blue) (2003),Animation|Sci-Fi,2003
8360,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance,2004
8361,"Day After Tomorrow, The (2004)",Action|Adventure|Drama|Sci-Fi|Thriller,2004
8362,Raising Helen (2004),Comedy|Drama|Romance,2004
8363,Soul Plane (2004),Comedy,2004
8364,Baadasssss! (How to Get the Man's Foot Outta Your Ass) (2003),Drama,2003
8365,"Mother, The (2003)",Drama,2003
8366,Saved! (2004),Comedy|Drama,2004
8367,"Time of the Wolf, The (Le temps du loup) (2003)",Drama,2003
8368,Harry Potter and the Prisoner of Azkaban (2004),Adventure|Fantasy|IMAX,2004
8369,Mindhunters (2004),Action|Crime|Horror|Mystery|Thriller,2004
8370,"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)",Action|Comedy|Crime|Drama,2003
8371,"Chronicles of Riddick, The (2004)",Action|Sci-Fi|Thriller,2004
8372,Garfield: The Movie (2004),Animation|Children|Comedy,2004
8373,"Stepford Wives, The (2004)",Comedy|Fantasy|Thriller,2004
8374,Bright Future (Akarui mirai) (2003),Drama,2003
8375,"Hunting of the President, The (2004)",Documentary,2004
8376,Napoleon Dynamite (2004),Comedy,2004
8383,Hope Springs (2003),Comedy|Romance,2003
8464,Super Size Me (2004),Comedy|Documentary|Drama,2004
8506,Fear X (2003),Mystery|Thriller,2003
8526,Around the World in 80 Days (2004),Adventure|Children|Comedy,2004
8527,I'll Sleep When I'm Dead (2003),Crime|Drama,2003
8528,Dodgeball: A True Underdog Story (2004),Comedy,2004
8529,"Terminal, The (2004)",Comedy|Drama|Romance,2004
8530,Dear Frankie (2004),Drama|Romance,2004
8531,White Chicks (2004),Action|Comedy|Crime,2004
8532,"Door in the Floor, The (2004)",Drama,2004
8533,"Notebook, The (2004)",Drama|Romance,2004
8534,Two Brothers (Deux frères) (2004),Adventure|Children|Drama,2004
8535,De-Lovely (2004),Drama|Musical,2004
8537,Kaena: The Prophecy (Kaena: La prophétie) (2003),Action|Adventure|Animation|Children|Sci-Fi,2003
8545,Plain Dirty (a.k.a. Briar Patch) (2003),Drama|Romance,2003
8573,Reconstruction (2003),Drama|Romance,2003
8576,Kopps (2003),Action|Comedy,2003
8577,Comandante (2003),Documentary,2003
8578,Undead (2003),Action|Comedy|Horror|Sci-Fi,2003
8587,Mayor of the Sunset Strip (2003),Documentary,2003
8605,Taxi 3 (2003),Action|Comedy,2003
8607,Tokyo Godfathers (2003),Adventure|Animation|Drama,2003
8622,Fahrenheit 9/11 (2004),Documentary,2004
8625,"Same River Twice, The (2003)",Documentary,2003
8627,Confessions of a Burning Man (2003),Documentary,2003
8636,Spider-Man 2 (2004),Action|Adventure|Sci-Fi|IMAX,2004
8637,America's Heart and Soul (2004),Documentary,2004
8638,Before Sunset (2004),Drama|Romance,2004
8639,"Clearing, The (2004)",Drama|Thriller,2004
8640,King Arthur (2004),Action|Adventure|Drama|War,2004
8641,Anchorman: The Legend of Ron Burgundy (2004),Comedy,2004
8642,Sleepover (2004),Comedy,2004
8643,"Cinderella Story, A (2004)",Comedy|Romance,2004
8644,"I, Robot (2004)",Action|Adventure|Sci-Fi|Thriller,2004
8645,"Maria Full of Grace (Maria, Llena eres de gracia) (2004)",Crime|Drama,2004
8663,Live Forever (2003),Comedy|Documentary,2003
8665,"Bourne Supremacy, The (2004)",Action|Crime|Thriller,2004
8666,Catwoman (2004),Action|Crime|Fantasy,2004
8667,A Home at the End of the World (2004),Drama|Romance,2004
8691,His Brother (Son frère) (2003),Drama,2003
8746,King of the Ants (2003),Crime|Horror,2003
8779,Bon Voyage (2003),Comedy|Drama,2003
8781,"Manchurian Candidate, The (2004)",Thriller,2004
8782,Thunderbirds (2004),Action|Adventure|Fantasy|Sci-Fi,2004
8783,"Village, The (2004)",Drama|Mystery|Thriller,2004
8784,Garden State (2004),Comedy|Drama|Romance,2004
8792,Octane (2003),Horror|Thriller,2003
8793,PTU (2003),Crime|Drama,2003
8798,Collateral (2004),Action|Crime|Drama|Thriller,2004
8799,Little Black Book (2004),Comedy|Romance,2004
8800,Code 46 (2003),Romance|Sci-Fi,2003
8807,Harold and Kumar Go to White Castle (2004),Adventure|Comedy,2004
8808,"Princess Diaries 2: Royal Engagement, The (2004)",Comedy|Romance,2004
8809,Danny Deckchair (2003),Comedy|Romance,2003
8810,AVP: Alien vs. Predator (2004),Action|Horror|Sci-Fi|Thriller,2004
8811,Yu-Gi-Oh! (2004),Action|Adventure|Animation|Fantasy,2004
8813,We Don't Live Here Anymore (2004),Drama,2004
8814,Without a Paddle (2004),Comedy,2004
8815,Exorcist: The Beginning (2004),Horror|Thriller,2004
8829,Benji: Off the Leash! (2004),Children|Drama,2004
8830,Anacondas: The Hunt for the Blood Orchid (2004),Adventure|Drama|Horror|Sci-Fi|Thriller,2004
8831,Suspect Zero (2004),Crime|Thriller,2004
8832,Warriors of Heaven and Earth (Tian di ying xiong) (2003),Action|Adventure|Drama,2003
8833,Vanity Fair (2004),Drama|Romance,2004
8834,"Cookout, The (2004)",Comedy,2004
8835,Paparazzi (2004),Drama|Thriller,2004
8836,Wicker Park (2004),Drama|Romance|Thriller,2004
8841,Seeing Other People (2004),Comedy,2004
8846,Highwaymen (2003),Action|Crime|Thriller,2003
8859,SuperBabies: Baby Geniuses 2 (2004),Comedy,2004
8860,Cellular (2004),Action|Crime|Drama|Mystery|Thriller,2004
8861,Resident Evil: Apocalypse (2004),Action|Horror|Sci-Fi|Thriller,2004
8862,Criminal (2004),Comedy|Drama,2004
8863,Evergreen (2004),Drama,2004
8864,Mr. 3000 (2004),Comedy|Drama,3000
8865,Sky Captain and the World of Tomorrow (2004),Action|Adventure|Sci-Fi,2004
8866,Wimbledon (2004),Comedy|Romance,2004
8867,Anatomy of Hell (Anatomie de l'enfer) (2004),Drama,2004
8868,Head in the Clouds (2004),Drama|Romance|War,2004
8869,First Daughter (2004),Comedy|Romance,2004
8870,"Forgotten, The (2004)",Drama|Mystery|Sci-Fi|Thriller,2004
8871,"Last Shot, The (2004)",Comedy,2004
8872,"Dirty Shame, A (2004)",Comedy,2004
8873,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",Adventure|Drama,2004
8874,Shaun of the Dead (2004),Comedy|Horror,2004
8907,Shark Tale (2004),Animation|Children|Comedy,2004
8908,Ladder 49 (2004),Action|Drama|Thriller,2004
8909,Black Cloud (2004),Drama,2004
8910,I Heart Huckabees (2004),Comedy,2004
8911,Raise Your Voice (2004),Romance,2004
8912,Taxi (2004),Action|Comedy,2004
8913,Around the Bend (2004),Drama,2004
8914,Primer (2004),Drama|Sci-Fi,2004
8915,Stage Beauty (2004),Drama,2004
8916,Shall We Dance? (2004),Comedy|Romance,2004
8917,Team America: World Police (2004),Action|Adventure|Animation|Comedy,2004
8918,Eulogy (2004),Comedy|Crime|Drama,2004
8919,P.S. (2004),Comedy|Drama|Fantasy|Romance,2004
8925,Spinning Boris (2003),Comedy|Drama,2003
8930,"Five Obstructions, The (Fem benspænd, De) (2003)",Documentary,2003
8931,Born Rich (2003),Documentary,2003
8937,Friday Night Lights (2004),Action|Drama,2004
8938,Tarnation (2003),Documentary,2003
8939,"Final Cut, The (2004)",Sci-Fi|Thriller,2004
8940,Hair Show (2004),Comedy|Romance,2004
8941,Riding the Bullet (2004),Horror|Thriller,2004
8942,Spin (2003),Children|Drama,2003
8943,Being Julia (2004),Comedy|Drama,2004
8944,"Dust Factory, The (2004)",Adventure|Children|Romance,2004
8945,Thérèse: The Story of Saint Thérèse of Lisieux (2004),Drama,2004
8946,Surviving Christmas (2004),Comedy,2004
8947,"Grudge, The (2004)",Horror|Mystery|Thriller,2004
8948,Alfie (2004),Comedy|Drama|Romance,2004
8949,Sideways (2004),Comedy|Drama|Romance,2004
8950,The Machinist (2004),Drama|Mystery|Thriller,2004
8951,Vera Drake (2004),Drama,2004
8952,Falling Angels (2003),Drama,2003
8953,Stella Street (2004),Comedy,2004
8954,Lightning in a Bottle (2004),Documentary,2004
8955,Undertow (2004),Crime|Drama|Thriller,2004
8956,Enduring Love (2004),Drama,2004
8957,Saw (2004),Horror|Mystery|Thriller,2004
8958,Ray (2004),Drama,2004
8959,Birth (2004),Drama|Mystery,2004
8960,Voices of Iraq (2004),Documentary,2004
8961,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy,2004
8962,Fade to Black (2004),Documentary,2004
8963,It's All About Love (2003),Drama|Romance|Sci-Fi|Thriller,2003
8965,"Polar Express, The (2004)",Adventure|Animation|Children|Fantasy|IMAX,2004
8966,Kinsey (2004),Drama,2004
8967,Seed of Chucky (Child's Play 5) (2004),Comedy|Horror,2004
8968,After the Sunset (2004),Action|Adventure|Comedy|Crime|Thriller,2004
8969,Bridget Jones: The Edge of Reason (2004),Comedy|Drama|Romance,2004
8970,Finding Neverland (2004),Drama,2004
8971,Veer Zaara (2004),Drama|Musical|Romance,2004
8972,National Treasure (2004),Action|Adventure|Drama|Mystery|Thriller,2004
8973,Bad Education (La mala educación) (2004),Drama|Thriller,2004
8974,"SpongeBob SquarePants Movie, The (2004)",Adventure|Animation|Children|Comedy,2004
8977,Alexander (2004),Action|Adventure|Drama|War,2004
8978,Christmas with the Kranks (2004),Children|Comedy,2004
8979,Guerrilla: The Taking of Patty Hearst (2004),Documentary,2004
8980,Our Music (Notre musique) (2004),Drama,2004
8981,Closer (2004),Drama|Romance,2004
8982,I Am David (2003),Drama,2003
