,movieId,original_title,genres,popularity,year,runtime,vote_average,vote_count,cast,keywords,director
10,9087,The American President,"['Comedy', 'Drama', 'Romance']",6.318445,1995,106,6.5,199,"['michaeldouglas', 'annettebening', 'michaelj.fox']","['white house', 'usa president', 'new love', 'widower', 'wildlife conservation']",robreiner
11,12110,Dracula: Dead and Loving It,"['Comedy', 'Horror']",5.430331,1995,88,5.7,210,"['leslienielsen', 'melbrooks', 'amyyasbeck']","['dracula', 'spoof']",melbrooks
12,21032,Balto,"['Family', 'Animation', 'Adventure']",12.140733,1995,78,7.1,423,"['kevinbacon', 'bobhoskins', 'bridgetfonda']","['wolf', 'dog-sledding race', 'alaska', 'dog', 'goose', 'bear attack', 'dog sled', 'frozen lake']",simonwells
13,10858,Nixon,"['History', 'Drama']",5.092,1995,192,7.1,72,"['anthonyhopkins', 'joanallen', 'powersboothe']","['usa president', 'presidential election', 'watergate scandal', 'biography', 'government', 'historical figure']",oliverstone
14,1408,Cutthroat Island,"['Action', 'Adventure']",7.284477,1995,119,5.7,137,"['geenadavis', 'matthewmodine', 'franklangella']","['exotic island', 'treasure', 'map', 'ship', 'scalp', 'pirate']",rennyharlin
15,524,Casino,"['Drama', 'Crime']",10.137389,1995,178,7.8,1343,"['robertdeniro', 'sharonstone', 'joepesci']","['poker', 'drug abuse', '1970s', 'overdose', 'illegal prostitution']",martinscorsese
16,4584,Sense and Sensibility,"['Drama', 'Romance']",10.673167,1995,136,7.2,364,"['katewinslet', 'emmathompson', 'hughgrant']","['bowling', 'based on novel', 'servant', 'country life', 'jane austen', 'inheritance', 'military officer', 'period drama', 'rainstorm', 'horse and carriage', 'decorum']",anglee
17,5,Four Rooms,"['Crime', 'Comedy']",9.026586,1995,98,6.5,539,"['timroth', 'antoniobanderas', 'jenniferbeals']","['hotel', ""new year's eve"", 'witch', 'bet', 'hotel room', 'sperm', 'los angeles', 'hoodlum', 'woman director', 'episode film']",allisonanders
18,9273,Ace Ventura: When Nature Calls,"['Crime', 'Comedy', 'Adventure']",8.205448,1995,90,6.1,1128,"['jimcarrey', 'ianmcneice', 'simoncallow']","['africa', 'indigenous', 'human animal relationship', 'bat']",steveoedekerk
19,11517,Money Train,"['Action', 'Comedy', 'Crime']",7.337906,1995,103,5.4,224,"['wesleysnipes', 'woodyharrelson', 'jenniferlopez']","['brother brother relationship', 'subway', 'new york city', 'new york subway', 'train robbery']",josephruben
20,8012,Get Shorty,"['Comedy', 'Thriller', 'Crime']",12.669608,1995,105,6.4,305,"['johntravolta', 'genehackman', 'renerusso']","['gambling', 'miami', 'based on novel', 'job', 'murder', 'travel', 'mafia', 'money', 'debt', 'mobster', 'business', 'hollywood', 'gangster', 'crime', 'violence', 'drug', 'producer', 'con']",barrysonnenfeld
21,1710,Copycat,"['Drama', 'Thriller']",10.701801,1995,124,6.5,199,"['sigourneyweaver', 'hollyhunter', 'willpatton']","['police brutality', 'psychology', 'police operation', 'police protection', 'serial killer', 'psychologist', 'cowardliness']",jonamiel
22,9691,Assassins,"['Action', 'Adventure', 'Crime', 'Thriller']",11.065939,1995,132,6,394,"['sylvesterstallone', 'antoniobanderas', 'juliannemoore']","['competition', 'assassination', 'cia', 'bank', 'cat', 'mexican standoff', 'seattle', 'hitman', 'mission of murder', 'hidden camera', 'rivalry', 'rescue', 'shootout', 'police chase', 'sniper rifle', 'silencer', 'double cross', 'caribbean', 'detroit michigan']",richarddonner
23,12665,Powder,"['Drama', 'Fantasy', 'Science Fiction', 'Thriller']",12.133094,1995,111,6.3,143,"['marysteenburgen', 'seanpatrickflanery', 'lancehenriksen']","['dead animal', 'shot to death', 'teenage boy', 'held at gunpoint', 'teacher student relationship', 'albino', 'fainting', 'jacobs ladder', 'christ allegory', 'psionic power', 'healing power', 'looking pale', 'flickering light', 'extrasensory perception']",victorsalva
24,451,Leaving Las Vegas,"['Drama', 'Romance']",10.332025,1995,112,7.1,365,"['nicolascage', 'elisabethshue', 'juliansands']","['individual', 'prostitute', 'alcohol', 'casino', 'love at first sight', 'lovesickness', 'film producer', 'screenwriter', 'hotel room', 'dying and death', 'rage and hate', 'unsociability', 'alcoholism', 'los angeles', 'alcohol abuse', 'attempted suicide']",mikefiggis
25,16420,Othello,['Drama'],1.845899,1995,123,7,33,"['laurencefishburne', 'irènejacob', 'kennethbranagh']","['shakespeare', 'jealousy', 'friends', 'moor']",oliverparker
26,9263,Now and Then,"['Comedy', 'Drama', 'Family']",8.681325,1995,100,6.6,91,"['christinaricci', ""rosieo'donnell"", 'thorabirch']","['1970s', 'female friendship', 'coming of age', 'gynecologist', 'photocopier', 'truth or dare', 'woman director']",leslilinkaglatter
27,17015,Persuasion,"['Drama', 'Romance']",2.228434,1995,104,7.4,36,"['amandaroot', 'ciaránhinds', 'susanfleetwood']","['captain', 'napoleonic wars', 'old flame', 'admiral']",rogermichell
28,902,La Cité des Enfants Perdus,"['Fantasy', 'Science Fiction', 'Adventure']",9.822423,1995,108,7.6,308,"['ronperlman', 'dominiquepinon', 'judithvittet']","['clone', 'dream', 'island', 'eye', 'dystopia', 'aging', 'friendship', 'rescue', 'children', 'girl', 'childhood']",jean-pierrejeunet
29,37557,摇啊摇，摇到外婆桥,"['Drama', 'Crime']",1.100915,1995,108,6.5,17,"['gongli', 'libao-tian', 'wangxiaoxiao']","['servant', 'cabaret', 'shanghai', 'diva', 'uncle', 'mistress', 'umbrella']",zhangyimou
30,9909,Dangerous Minds,"['Drama', 'Crime']",9.481338,1995,99,6.4,249,"['michellepfeiffer', 'georgedzundza', 'courtneyb.vance']","['rap music', 'karate', 'high school', 'naval officer', 'teacher', 'amusement park']",johnn.smith
31,63,Twelve Monkeys,"['Science Fiction', 'Thriller', 'Mystery']",12.297305,1995,129,7.4,2470,"['brucewillis', 'madeleinestowe', 'bradpitt']","['schizophrenia', 'philadelphia', 'cassandra syndrom', 'stockholm syndrome', 'time travel', 'post-apocalyptic', 'dystopia', 'lethal virus', 'monkey', 'subterranean']",terrygilliam
32,9598,Babe,"['Fantasy', 'Drama', 'Comedy', 'Family']",14.404764,1995,89,6,756,"['christinecavanaugh', 'miriammargolyes', 'dannymann']","['sheep', 'pig', 'affection', 'piglet', 'heroism', 'talking animal', 'separation', 'german shepherd', 'grandson', 'talking pig']",chrisnoonan
33,47018,Carrington,"['History', 'Drama', 'Romance']",1.493361,1995,121,6.4,16,"['emmathompson', 'jonathanpryce', 'stevenwaddington']","['england', 'painter', 'conscientious objector', 'independent film', 'soldier']",christopherhampton
34,687,Dead Man Walking,['Drama'],6.891317,1995,122,7.3,350,"['susansarandon', 'seanpenn', 'robertprosky']","['prison', 'rape', 'socially deprived family', 'penalty', 'death penalty', 'despair', 'death row', 'begnadigung', 'therapist', 'self-discovery', 'prison cell', 'court case', 'death sentence', 'doomed man', 'sentence', 'lethal injection', 'forgiveness', 'charity', 'mercy petition', 'rage and hate', 'unsociability', 'right and justice', 'court', 'electric chair', 'cowardliness']",timrobbins
35,139405,Across the Sea of Time,"['Adventure', 'History', 'Drama', 'Family']",0.114469,1995,51,3.5,2,"['peterreznick', 'johnmcdonough', 'avihoffman']",[],stephenlow
36,33689,It Takes Two,"['Comedy', 'Family', 'Romance']",7.777735,1995,101,6.1,149,"['kirstiealley', 'steveguttenberg', 'ashleyolsen']","['orphan', 'identical twin']",andytennant
37,9603,Clueless,"['Comedy', 'Drama', 'Romance']",9.882383,1995,97,6.9,828,"['aliciasilverstone', 'staceydash', 'brittanymurphy']","['puberty', 'high school', 'make a match', 'spoiled child', 'gay interest', 'conflict', 'woman director']",amyheckerling
38,34615,"Cry, the Beloved Country",['Drama'],0.894647,1995,106,6.7,13,"['jamesearljones', 'charless.dutton', 'jackrobinson']",['south africa'],darrelljamesroodt
39,31174,Richard III,"['Drama', 'War']",4.561387,1995,104,6.9,50,"['ianmckellen', 'annettebening', 'jimbroadbent']","['england', 'shakespeare', 'kidnapping', 'murder', 'king']",richardloncraine
40,11443,Dead Presidents,"['Action', 'Crime', 'Drama', 'History']",9.87957,1995,119,6.6,80,"['larenztate', 'keithdavid', 'christucker']","['money', 'loss of virginity', 'hiding in a dumpster', 'mercy killing', 'armored truck', 'crushed by a car']",alberthughes
41,35196,Restoration,"['Drama', 'Romance']",10.979269,1995,117,6.3,30,"['robertdowneyjr.', 'megryan', 'samneill']","['jealousy', 'medicine', 'fountain', 'court', 'wealth', 'spaniel', 'gloves']",michaelhoffman
42,9312,Mortal Kombat,"['Action', 'Fantasy']",10.870138,1995,101,5.4,452,"['christopherlambert', 'robinshou', 'lindenashby']","['martial arts', 'monster', 'island', 'gore', 'sorcerer', 'tournament', 'violence', 'based on video game', 'hand to hand combat']",paulw.s.anderson
43,577,To Die For,"['Fantasy', 'Drama', 'Comedy', 'Thriller']",10.448481,1995,106,6.7,177,"['nicolekidman', 'mattdillon', 'joaquinphoenix']","['adultery', 'winter', 'obsession', 'television', 'new hampshire', 'narcissistic personality disorder']",gusvansant
44,11861,How To Make An American Quilt,"['Drama', 'Romance']",4.485958,1995,116,6.5,38,"['winonaryder', 'annebancroft', 'ellenburstyn']","['wedding vows', 'marriage proposal', 'married couple', 'monogamy', 'advice', 'marriage', 'quilt', 'love', 'family holiday', 'extramarital affair', 'grandmother', 'woman director']",jocelynmoorhouse
45,807,Se7en,"['Crime', 'Mystery', 'Thriller']",18.45743,1995,127,8.1,5915,"['bradpitt', 'morganfreeman', 'gwynethpaltrow']","['self-fulfilling prophecy', 'detective', 's.w.a.t.', 'drug dealer', 'evisceration', 'lust and impulsiveness', 'rage and hate', 'pride and vanity', 'immoderateness', 'insomnia', 'investigation', 'pension', 'police', 'serial killer']",davidfincher
46,10530,Pocahontas,"['Adventure', 'Animation', 'Drama', 'Family']",13.280069,1995,81,6.7,1509,"['irenebedard', 'melgibson', 'davidogdenstiers']","['culture clash', 'settler', 'forbidden love', 'colony', 'musical', 'gold rush', 'princess', 'romance', 'native american', 'animation', 'virginia', 'star crossed lovers', 'reference to pizarro', 'jamestown virginia', 'pug dog', 'cross cultural relationship', 'musket', 'animate tree', 'indian chief', 'based on myths or folklore', '17th century', 'shamanism', 'songs', 'indians vs. settlers', 'animal sidekick', 'powhatan', 'land claim']",mikegabriel
47,8391,When Night Is Falling,"['Drama', 'Romance']",3.302524,1995,96,5.9,10,"['pascalebussières', 'rachaelcrawford', 'henryczerny']","['professor', 'lgbt', 'woman director']",patriciarozema
48,629,The Usual Suspects,"['Drama', 'Crime', 'Thriller']",16.302466,1995,106,8.1,3334,"['stephenbaldwin', 'gabrielbyrne', 'chazzpalminteri']","['law', 'relatives', 'theft', 'criminal', 'criminal mastermind', 'hungarian', 'sibling']",bryansinger
49,11448,Mighty Aphrodite,"['Comedy', 'Romance']",15.899134,1995,95,6.7,145,"['woodyallen', 'mirasorvino', 'helenabonhamcarter']","['prostitute', 'adoption', 'adoptive father', 'childlessness', 'looking for  birth parents', 'adoptive mother', 'independent film', 'illegal prostitution', 'child']",woodyallen
50,49133,Lamerica,"['Drama', 'Foreign']",1.361286,1994,116,7.7,11,"['enricoloverso', 'micheleplacido', 'piromilkani']",['independent film'],gianniamelio
51,26441,The Big Green,"['Action', 'Adventure', 'Comedy', 'Family']",5.982764,1995,100,5.2,41,"['steveguttenberg', ""oliviad'abo"", 'jayo.sanders']","['sport', 'kids and family', 'soccer', 'woman director']",hollygoldbergsloan
52,97406,Georgia,['Drama'],4.093443,1995,115,6.1,15,"['jenniferjasonleigh', 'marewinningham', 'tedlevine']","['alcohol', 'artist', 'music', 'drug', 'band']",ulugrosbard
53,9089,Home for the Holidays,"['Comedy', 'Drama', 'Romance']",8.416802,1995,103,6.3,39,"['hollyhunter', 'robertdowneyjr.', 'annebancroft']","['baltimore', 'thanksgiving', 'family clan', 'family conflict', 'generations conflict', 'woman director']",jodiefoster
54,11010,Il postino,"['Comedy', 'Drama', 'Romance']",10.168437,1994,108,7.6,181,"['philippenoiret', 'massimotroisi', 'mariagraziacucinotta']","['island', 'letter', 'postman', 'fisherman', 'poet']",michaelradford
55,99040,Le confessionnal,"['Thriller', 'Drama', 'Mystery']",0.120789,1995,100,6.5,2,"['lothairebluteau', 'patrickgoyette', 'jean-louismillette']",[],robertlepage
56,11359,The Indian in the Cupboard,"['Adventure', 'Family', 'Fantasy']",10.673296,1995,96,5.9,136,"['halscardino', 'litefoot', 'lindsaycrouse']","['cupboard', 'games', 'puppet', 'parallel world', 'toy comes to life']",frankoz
57,17182,Eye for an Eye,"['Drama', 'Thriller']",4.733526,1996,101,5.8,65,"['sallyfield', 'kiefersutherland', 'edharris']","['rape', 'gun', 'self-defense', 'grieving parents']",johnschlesinger
58,2054,Mr. Holland's Opus,"['Music', 'Drama', 'Family']",7.137117,1995,137,6.9,115,"['richarddreyfuss', 'glenneheadly', 'jaythomas']","['composer', 'mentor', 'deaf-mute', 'musical', 'apprentice', 'private life', 'music', 'disabled']",stephenherek
59,10607,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,['Comedy'],11.700115,1996,89,6.2,192,"['shawnwayans', 'marlonwayans', 'traceycherellejones']","['date', 'slang', 'hip-hop', 'cousin', 'parody', 'hood', 'gang', 'social satire', 'racism', 'gangster']",parisbarclay
60,19760,Two If by Sea,"['Comedy', 'Romance']",2.174487,1996,96,4.5,14,"['sandrabullock', 'denisleary', 'yaphetkotto']","['island', 'painting', 'thief', 'seasickness']",billbennett
61,9536,Bio-Dome,['Comedy'],6.387469,1996,88,4.4,110,"['paulyshore', 'stephenbaldwin', 'joeylaurenadams']","['biotope', 'vegetarian', 'pollution']",jasonbloom
62,11525,Lawnmower Man 2: Beyond Cyberspace,"['Action', 'Science Fiction']",2.49535,1996,92,2.8,32,"['patrickbergin', 'mattfrewer', ""austino'brien""]","['hacker', 'virtual reality', 'computer', 'sword fight']",farhadmann
63,4482,Gazon maudit,"['Comedy', 'Romance']",2.518051,1995,95,6,43,"['victoriaabril', 'josianebalasko', 'alainchabat']","['love triangle', 'southern france', 'estate agent', 'menage a trois', 'van', 'woman director']",josianebalasko
64,10634,Friday,['Comedy'],14.56965,1995,91,7,513,"['icecube', 'christucker', 'nialong']","['rap music', 'parent child relationship', 'rapper', 'job']",f.garygray
65,755,From Dusk Till Dawn,"['Horror', 'Action', 'Thriller', 'Crime']",15.339153,1996,108,6.9,1644,"['georgeclooney', 'quentintarantino', 'harveykeitel']","['dancing', 'brother brother relationship', 'sexual obsession', 'showdown', 'sheriff', 'eroticism', 'nudity', 'bank robber', 'vampire', 'holy water', 'siege', 'stripper', 'priest', 'explosion', 'extreme violence', 'bank robbery', 'preacher', 'hostage situation', 'crucifix', 'recreational vehicle', 'blood spurting', 'convenience store', 'female vampire', 'mexican american border', 'nightclub entertainer', 'boa constrictor']",robertrodriguez
66,11859,Fair Game,"['Action', 'Thriller', 'Romance']",5.912223,1995,91,4.1,54,"['williambaldwin', 'cindycrawford', 'stevenberkoff']","['bomb', 'miami', 'sex', 'detective', 'handcuffs', 'based on novel', 'hostage', 'fbi', 'kidnapping', 'russian', 'kgb', 'chase', 'sadism', 'parking garage', 'pizza', 'police protection', 'psychopath', 'remake', 'car crash', 'conspiracy', 'on the run', 'fugitive', 'shootout', 'gunfight', 'sadist', 'foot chase', 'police detective', 'police station', 'car chase', 'held at gunpoint', 'fbi agent', 'double cross', 'cult film', 'computer hacker', 'machine gun', 'swat team', 'grenade launcher', 'underwater scene', 'rogue agent', 'woman lawyer', 'damsel in distress']",andrewsipes
67,28387,Kicking and Screaming,"['Comedy', 'Drama', 'Romance']",3.367276,1995,96,7,36,"['joshhamilton', ""oliviad'abo"", 'carlosjacott']",['college'],noahbaumbach
68,48750,Les misérables,"['Drama', 'History']",1.479446,1995,175,6.6,8,"['jean-paulbelmondo', 'michelboujenah', 'alessandramartines']","['paris', 'nun', 'boxer', 'lawyer', 'jewish']",claudelelouch
69,20927,Bed of Roses,"['Drama', 'Romance']",10.412194,1996,87,5.1,27,"['christianslater', 'marystuartmasterson', 'pamelaadlon']","['florist', 'family relationships']",michaelgoldenberg
70,9102,Screamers,"['Horror', 'Science Fiction']",12.758848,1995,108,6.1,154,"['peterweller', 'roydupuis', 'jenniferrubin']","['man vs machine', 'alien planet', 'struggle for survival']",christianduguay
71,124626,Nico Icon,['Documentary'],0.133893,1995,70,7.3,3,"['nico', 'tinaaumont', 'jacksonbrowne']",[],susanneofteringer
72,27526,The Crossing Guard,"['Drama', 'Thriller']",5.756462,1995,111,6.1,74,"['jacknicholson', 'davidmorse', 'anjelicahuston']","['loss of daughter', 'hit-and-run driving ', 'revenge', 'suspense', 'independent film', 'tragedy']",seanpenn
73,9623,The Juror,"['Drama', 'Thriller']",6.010579,1996,118,5.5,91,"['demimoore', 'alecbaldwin', 'josephgordon-levitt']","['jurors', 'blackmail', 'court case', 'son', 'trial', 'courtroom']",briangibson
74,46785,بادکنک سفید,"['Family', 'Drama']",1.196256,1995,85,7.5,20,"['aidamohammadkhani', 'mohsenkafili', 'fereshtehsadreorafaiy']","['fish', 'money', 'celebration', 'goldfish']",jafarpanahi
75,400,Things to Do in Denver When You're Dead,"['Drama', 'Crime']",4.486179,1995,116,6.7,87,"['andygarcía', 'christopherlloyd', 'williamforsythe']","['father son relationship', 'bounty hunter', 'boat', 'way of life', 'coffin', 'denver', 'godmother', 'paranoia', 'hitman', 'friendship', 'psychopath', 'revenge', 'murder', 'independent film', 'mafia', 'diner', 'blood', 'gangster', 'violence', 'illegal prostitution', 'extramarital affair']",garyfleder
76,880,Antonia,"['Drama', 'Comedy']",2.030174,1995,102,7.2,26,"['willekevanammelrooy', 'elsdottermans', 'doravandergroen']","['suicide', 'underdog', 'free love', 'philosophy', 'rape', 'mentally disabled', 'loss of mother', 'village life', 'world war ii', 'feminism', 'indian summer ', 'family history', 'widow', 'peasant', 'village', 'mathematics', 'freedom', 'right and justice', 'single', 'homosexuality', 'mother daughter relationship', 'domestic violence', 'university', 'woman director']",marleengorris
77,146599,Once Upon a Time... When We Were Colored,"['Romance', 'Drama']",0.252287,1996,115,4.5,2,"['alfreeman,jr.', 'phyliciarashād', 'paulakelly']","['racial segregation', 'family relationships', 'rural setting', 'african american']",timreid
78,188588,Last Summer in the Hamptons,[],0.531159,1995,108,0,0,"['victoriafoyt', 'vivecalindfors', 'jonrobinbaitz']",[],henryjaglom
79,8447,Angels and Insects,"['Drama', 'Romance']",2.15166,1995,118,6.3,17,"['markrylance', 'kristinscottthomas', 'patsykensit']","['class society', 'rich woman - poor man', 'scientist', 'naturalist', 'insect']",philiphaas
80,10534,White Squall,"['Action', 'Drama']",9.568604,1996,129,6.3,86,"['jeffbridges', 'carolinegoodall', 'johnsavage']","['sailing trip', 'diary', 'sailing', 'survival', 'coming of age', 'teenage boy', 'discipline', 'squall', 'sail', 'ship captain', 'caribbean', 'male bonding', 'seasickness', 'storm at sea', '1960s']",ridleyscott
81,17414,Dunston Checks In,"['Adventure', 'Comedy', 'Family']",4.814825,1996,88,5.1,59,"['jasonalexander', 'fayedunaway', 'ericlloyd']","['boss', 'fistfight', 'bully', 'orangutan', 'hotel manager']",kenkwapis
82,13997,Black Sheep,['Comedy'],8.963037,1996,87,6,124,"['chrisfarley', 'davidspade', 'grantheslov']","['nitrous oxide', 'candid camera', 'double act', 'political satire', 'crooked politician', 'woman director']",penelopespheeris
83,2086,Nick of Time,"['Crime', 'Drama', 'Thriller']",6.848591,1995,90,6.1,190,"['johnnydepp', 'courtneychase', 'charless.dutton']","['assassination', 'train station', 'politics', 'los angeles']",johnbadham
84,9095,Mary Reilly,"['Drama', 'Horror', 'Thriller', 'Romance']",12.866139,1996,104,5.7,77,"['juliaroberts', 'johnmalkovich', 'georgecole']","['servant', 'monster', 'laboratory', 'jekyll and hyde', 'housemaid', '19th century']",stephenfrears
85,12158,Vampire in Brooklyn,"['Comedy', 'Horror', 'Romance']",9.071127,1995,100,4.5,113,"['eddiemurphy', 'angelabassett', 'allenpayne']","['vampire', 'half vampire']",wescraven
86,9283,Beautiful Girls,"['Comedy', 'Drama', 'Romance']",4.670562,1996,112,6.6,103,"['mattdillon', 'noahemmerich', 'annabethgish']",['hometown'],teddemme
87,9208,Broken Arrow,"['Action', 'Adventure', 'Drama', 'Thriller']",14.957626,1996,108,5.7,459,"['johntravolta', 'christianslater', 'samanthamathis']","['helicopter', 'river', 'captain', 'underground', 'mexican standoff', 'countdown', 'pilot', 'fistfight', 'canyon', 'major', 'betrayal', 'gunfight', 'train', 'explosion', 'park ranger', 'desert', 'military', 'nuclear device', 'boxing', 'stealth aircraft', 'abandoned mine', 'humvee']",johnwoo
88,40154,A Midwinter's Tale,['Comedy'],0.513391,1995,99,7.5,6,"['richardbriers', 'joancollins', 'michaelmaloney']","['play', 'hamlet', 'christmas', 'actor']",kennethbranagh
89,406,La Haine,['Drama'],12.108196,1995,98,7.9,695,"['vincentcassel', 'hubertkoundé', 'saïdtaghmaoui']","['paris', 'neo-nazi', 'skinhead', 'robbery', 'police brutality', 'hip-hop', 'gun', 'socially deprived family', 'breakdance', 'arabian', 'boredom', 'revenge', 'suburb', 'violence', 'police officer', 'unemployment', 'capture', 'xenophobia']",mathieukassovitz
90,45549,Shopping,"['Action', 'Adventure', 'Drama', 'Science Fiction', 'Thriller']",2.657647,1994,105,5.6,13,"['sadiefrost', 'judelaw', 'seanpertwee']",[],paulw.s.anderson
91,63076,Heidi Fleiss: Hollywood Madam,['Documentary'],0.638211,1995,106,6.8,4,"['nickbroomfield', 'heidifleiss', 'madamalex']","['narration', 'hollywood', 'prostitution']",nickbroomfield
92,11062,City Hall,"['Drama', 'Thriller']",4.807223,1996,111,6,67,"['alpacino', 'johncusack', 'bridgetfonda']","['corruption', 'undercover', 'war on drugs', 'mayor', 'drug dealer', 'presidential election', 'undercover agent', 'investigation', 'police', 'drug']",haroldbecker
93,13685,Bottle Rocket,"['Comedy', 'Crime', 'Drama']",6.904831,1996,91,6.8,285,"['lukewilson', 'owenwilson', 'lumicavazos']","['brother brother relationship', 'robbery', 'burglar', 'language barrier', 'motel', 'independent film', 'psychiatric hospital', 'maid', 'theft', 'nervous breakdown', 'escapade', 'laundry room']",wesanderson
94,47475,Mr. Wrong,"['Comedy', 'Romance']",3.329264,1996,96,3.3,16,"['ellendegeneres', 'billpullman', 'joancusack']",[],nickcastle
95,2045,Unforgettable,"['Drama', 'Mystery', 'Science Fiction', 'Thriller']",2.464425,1996,106,5.3,22,"['rayliotta', 'lindafiorentino', 'petercoyote']","['wife husband relationship', 'experiment', 'police', 'murder', 'suspense', 'memory', 'forensic', 'gunman', 'animal experimentation']",johndahl
96,9614,Happy Gilmore,['Comedy'],9.592265,1996,92,6.5,767,"['adamsandler', 'benstiller', 'christophermcdonald']","['loss of mother', 'loss of father', 'golf', 'sport', 'taxes']",dennisdugan
97,688,The Bridges of Madison County,"['Drama', 'Romance']",5.951077,1995,135,7.3,397,"['merylstreep', 'clinteastwood', 'anniecorley']","['farewell', 'adultery', 'love at first sight', 'photographer', 'wife husband relationship', 'iowa', ""love of one's life"", 'mother role', 'bridge', 'housewife', 'love letter', 'peasant', 'marriage crisis', 'photography', 'unsociability', 'secret love', 'nature documentary']",clinteastwood
98,10874,Muppet Treasure Island,"['Action', 'Comedy', 'Music', 'Family', 'Adventure']",6.902423,1996,100,6.5,93,"['timcurry', 'kevinbishop', 'jennifersaunders']","['island', 'pirate gang', 'puppet', 'treasure hunt']",brianhenson
99,89333,Catwalk,['Documentary'],0.976707,1995,95,7,2,"['christyturlington', 'azzedinealaïa', 'giorgioarmani']",[],robertleacock
100,197,Braveheart,"['Action', 'Drama', 'History', 'War']",20.755149,1995,177,7.7,3404,"['melgibson', 'catherinemccormack', 'sophiemarceau']","['individual', 'scotland', 'in love with enemy', 'legend', 'independence', 'idealism', 'revolt', 'tyranny']",melgibson
101,103,Taxi Driver,"['Crime', 'Drama']",14.092713,1976,114,8.1,2632,"['robertdeniro', 'cybillshepherd', 'harveykeitel']","['vietnam veteran', 'taxi', 'obsession', 'drug dealer', 'night shift', 'vigilante', 'alienation', 'misanthrope', 'shot to death', 'illegal prostitution', 'loner']",martinscorsese
102,33542,紅番區,"['Crime', 'Action', 'Comedy', 'Thriller']",12.314278,1995,91,6.5,245,"['jackiechan', 'anitamui', 'françoiseyip']","['new york', 'martial arts', 'supermarket', 'gang war', 'disabled child', 'gang', 'wedding', 'diamond', 'bronx', 'duringcreditsstinger']",stanleytong
103,43566,Before and After,"['Drama', 'Thriller']",2.938293,1996,108,5.8,37,"['merylstreep', 'liamneeson', 'edwardfurlong']",[],barbetschroeder
104,71754,Margaret's Museum,['Drama'],0.372697,1995,114,7.5,2,"['helenabonhamcarter', 'cliverussell', 'craigolejnik']","['mining', 'dance lesson', 'coal mining', 'bagpipes']",mortransen
